feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count,borrow_to_repay_ratio,withdrawal_to_deposit_ratio,liquidation_rate,borrow_intensity,transactions_per_active_day,borrow_volume_ratio,repay_to_borrow_ratio,borrow_frequency,repay_frequency,withdrawal_pressure,deposit_retention_ratio,average_transaction_value,average_borrow_value,average_repay_value,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_label,risk_label_id
771,771,16,14,2,0.125,89590.726753,5,33420.08689,2,4896.443736,0.146512,5635.095005,4759.427449,875.667556,4,5,3,16,2,6.82538,0.844605,0.4,0.373031,1.0,0.373031,0.146512,0.3125,0.125,0.053124,0.155395,5599.4204220625,6684.017378,2448.221868,1.0,2.0,1.0,0.3333333333333333,HIGH,2
772,772,10,10,0,0.0,16303.138794,1,1851.991324,5,1731.730913,0.935064,2680.608004,6047.476857,-3366.868853,2,4,3,10,0,1.069445,2.256009,0.0,0.113597,1.0,0.113597,0.935064,0.1,0.5,0.370939,-1.256009,1630.3138794,1851.991324,346.3461826,0.0,1.0,8.0,0.0,LOW,0
773,773,14,14,0,0.0,24107.429637,1,2943.304708,10,2943.304236,1.0,5206.213257,0.0,5206.213257,2,5,3,13,0,1.0,0.0,0.0,0.122091,1.076923,0.122091,1.0,0.076923,0.769231,0.0,1.0,1721.9592597857,2943.304708,294.3304236,0.0,1.0,9.0,0.0,LOW,0
774,774,15,15,0,0.0,67048.643544,0,0.0,0,0.0,0.0,21102.439035,16126.811594,4975.627441,8,5,2,15,0,0.0,0.764216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.240524,0.235784,4469.9095696,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
775,775,13,12,1,0.076923,56522.885961,1,5948.95034,1,3791.115286,0.637275,30414.401759,3573.447552,26840.954207,4,5,3,9,1,1.569182,0.117492,1.0,0.105249,1.444444,0.105249,0.637275,0.111111,0.111111,0.063221,0.882508,4347.9143046923,5948.95034,3791.115286,0.0,0.0,0.0,0.0,LOW,0
776,776,15,14,1,0.066667,51445.981919,4,17204.386164,6,2970.604265,0.172666,1882.073554,9605.135146,-7723.061592,1,5,3,15,2,5.791544,5.103486,0.5,0.334417,1.0,0.334417,0.172666,0.266667,0.4,0.186703,-4.103486,3429.7321279333,4301.096541,495.1007108333,1.0,1.0,1.0,0.0,MEDIUM,1
777,777,5,5,0,0.0,24625.120214,1,9588.194812,0,0.0,0.0,8373.998908,3519.700337,4854.298571,1,4,2,5,0,0.0,0.420313,0.0,0.389366,1.0,0.389366,0.0,0.2,0.0,0.142931,0.579687,4925.0240428,9588.194812,0.0,0.0,0.0,1.0,0.4,HIGH,2
778,778,12,12,0,0.0,15636.83094,1,4060.614923,10,4060.593936,0.999995,7515.622081,0.0,7515.622081,0,4,4,12,0,1.000005,0.0,0.0,0.259683,1.0,0.259683,0.999995,0.083333,0.833333,0.0,1.0,1303.069245,4060.614923,406.0593936,1.0,2.0,1.0,0.0,MEDIUM,1
779,779,15,15,0,0.0,42790.156759,2,986.725664,5,910.557042,0.922807,20073.092054,0.0,20073.092054,5,5,2,15,0,1.083651,0.0,0.0,0.02306,1.0,0.02306,0.922807,0.133333,0.333333,0.0,1.0,2852.6771172667,493.362832,182.1114084,0.0,0.0,3.0,0.0,LOW,0
780,780,13,13,0,0.0,75671.60336,0,0.0,0,0.0,0.0,11428.712366,22799.416694,-11370.704328,7,4,1,12,0,0.0,1.994924,0.0,0.0,1.083333,0.0,0.0,0.0,0.0,0.301294,-0.994924,5820.8925661538,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
781,781,18,17,1,0.055556,42594.675357,2,2132.376742,6,1999.652871,0.937758,6851.708163,10476.302077,-3624.593914,5,5,3,17,1,1.066373,1.529006,0.5,0.050062,1.058824,0.050062,0.937758,0.117647,0.352941,0.245953,-0.529006,2366.3708531667,1066.188371,333.2754785,0.0,1.0,4.0,0.125,MEDIUM,1
782,782,14,12,2,0.142857,81812.130068,0,0.0,0,0.0,0.0,22310.099861,27765.434068,-5455.334207,7,5,2,13,0,0.0,1.244523,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.33938,-0.244523,5843.7235762857,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
783,783,11,11,0,0.0,29771.656812,1,2773.945513,5,2750.683059,0.991614,8906.928432,0.0,8906.928432,4,5,1,10,0,1.008457,0.0,0.0,0.093174,1.1,0.093174,0.991614,0.1,0.5,0.0,1.0,2706.5142556364,2773.945513,550.1366118,0.0,0.0,4.0,0.0,LOW,0
784,784,12,12,0,0.0,62450.538753,1,5860.160454,1,4840.872781,0.826065,1383.941651,9375.825728,-7991.884077,8,3,4,12,0,1.210559,6.774726,0.0,0.093837,1.0,0.093837,0.826065,0.083333,0.083333,0.150132,-5.774726,5204.21156275,5860.160454,4840.872781,0.0,1.0,3.0,0.0,LOW,0
785,785,12,12,0,0.0,41399.393751,2,14651.109459,7,7666.244659,0.523254,2753.197053,0.0,2753.197053,2,5,3,11,0,1.911119,0.0,0.0,0.353897,1.090909,0.353897,0.523254,0.181818,0.636364,0.0,1.0,3449.94947925,7325.5547295,1095.1778084286,0.0,0.0,3.0,0.2,HIGH,2
786,786,21,21,0,0.0,38023.463653,1,6738.733607,15,6738.733599,1.0,0.0,16015.050325,-16015.050325,2,5,4,19,0,1.0,0.0,0.0,0.177226,1.105263,0.177226,1.0,0.052632,0.789474,0.421189,0.0,1810.6411263333,6738.733607,449.2489066,0.0,0.0,3.0,0.0,LOW,0
787,787,15,14,1,0.066667,39794.584227,1,1494.252006,8,1543.564685,1.0,8149.887563,9169.307775,-1019.420212,3,5,2,13,1,0.968053,1.125084,1.0,0.037549,1.153846,0.037549,1.033002,0.076923,0.615385,0.230416,-0.125084,2652.9722818,1494.252006,192.945585625,3.0,4.0,5.0,0.0,HIGH,2
788,788,17,17,0,0.0,66601.470018,5,17342.305791,2,5426.090948,0.312882,6073.926174,11757.599999,-5683.673825,3,5,4,15,4,3.196096,1.93575,0.8,0.260389,1.133333,0.260389,0.312882,0.333333,0.133333,0.176537,-0.93575,3917.7335304706,3468.4611582,2713.045474,1.0,2.0,1.0,0.0,MEDIUM,1
789,789,19,15,4,0.210526,73506.195837,7,27240.599673,1,1473.074348,0.054076,8321.44976,3609.983716,4711.466044,1,5,3,18,6,18.492345,0.433817,0.857143,0.370589,1.055556,0.370589,0.054076,0.388889,0.055556,0.049111,0.566183,3868.7471493158,3891.514239,1473.074348,0.0,2.0,0.0,0.0,LOW,0
790,790,8,8,0,0.0,27054.822482,3,14647.010084,1,444.629469,0.030356,0.0,0.0,0.0,2,5,2,7,2,32.942059,0.0,0.666667,0.541383,1.142857,0.541383,0.030356,0.428571,0.142857,0.0,0.0,3381.85281025,4882.3366946667,444.629469,1.0,2.0,2.0,0.0,MEDIUM,1
791,791,16,16,0,0.0,54025.53713,1,3315.685086,5,3292.228156,0.992925,0.0,12267.199761,-12267.199761,8,5,4,16,0,1.007125,0.0,0.0,0.061373,1.0,0.061373,0.992925,0.0625,0.3125,0.227063,0.0,3376.596070625,3315.685086,658.4456312,0.0,0.0,4.0,0.0,LOW,0
792,792,8,8,0,0.0,24726.42831,1,4518.179397,2,4473.262698,0.990059,0.0,5804.256024,-5804.256024,4,4,4,8,0,1.010041,0.0,0.0,0.182727,1.0,0.182727,0.990059,0.125,0.25,0.234739,0.0,3090.80353875,4518.179397,2236.631349,1.0,0.0,4.0,0.0,MEDIUM,1
793,793,18,18,0,0.0,90301.614391,0,0.0,0,0.0,0.0,37594.730894,23137.311532,14457.419362,6,5,4,17,0,0.0,0.61544,0.0,0.0,1.058824,0.0,0.0,0.0,0.0,0.256223,0.38456,5016.7563550556,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,MEDIUM,1
794,794,9,9,0,0.0,32392.341295,1,9924.122399,5,9880.261413,0.99558,4486.885829,49.795195,4437.090634,1,5,3,8,0,1.004439,0.011098,0.0,0.306372,1.125,0.306372,0.99558,0.125,0.625,0.001537,0.988902,3599.1490327778,9924.122399,1976.0522826,0.0,0.0,3.0,0.2,HIGH,2
795,795,16,16,0,0.0,84733.199377,1,7623.443354,4,7198.341251,0.944238,29673.211655,8098.289794,21574.921861,6,4,2,15,0,1.059056,0.272916,0.0,0.08997,1.066667,0.08997,0.944238,0.066667,0.266667,0.095574,0.727084,5295.8249610625,7623.443354,1799.58531275,0.0,0.0,3.0,0.0,LOW,0
796,796,18,16,2,0.111111,89611.634125,9,36470.471772,1,7199.555373,0.197408,0.0,0.0,0.0,3,5,3,18,5,5.065656,0.0,0.555556,0.406984,1.0,0.406984,0.197408,0.5,0.055556,0.0,0.0,4978.4241180556,4052.2746413333,7199.555373,2.0,2.0,0.0,0.14285714285714285,HIGH,2
797,797,8,8,0,0.0,15800.747183,1,4929.632066,5,4910.015691,0.996021,0.0,1779.467514,-1779.467514,1,4,2,8,0,1.003995,0.0,0.0,0.311987,1.0,0.311987,0.996021,0.125,0.625,0.112619,0.0,1975.093397875,4929.632066,982.0031382,0.0,0.0,5.0,0.0,LOW,0
798,798,8,7,1,0.125,41510.541993,1,6997.209505,1,4062.46568,0.580584,9322.179544,0.0,9322.179544,3,3,3,8,2,1.722405,0.0,2.0,0.168565,1.0,0.168565,0.580584,0.125,0.125,0.0,1.0,5188.817749125,6997.209505,4062.46568,0.0,1.0,0.0,0.3333333333333333,HIGH,2
799,799,22,21,1,0.045455,109000.243075,0,0.0,0,0.0,0.0,17084.670874,8462.759068,8621.911806,18,5,1,17,0,0.0,0.495342,0.0,0.0,1.294118,0.0,0.0,0.0,0.0,0.07764,0.504658,4954.5565034091,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
800,800,18,15,3,0.166667,118962.401994,6,42912.112326,2,13948.449869,0.325047,9397.113646,7746.963326,1650.15032,5,5,3,18,3,3.076479,0.824398,0.5,0.36072,1.0,0.36072,0.325047,0.333333,0.111111,0.065121,0.175602,6609.022333,7152.018721,6974.2249345,1.0,3.0,1.0,0.1111111111111111,MEDIUM,1
801,801,19,19,0,0.0,109405.390519,0,0.0,0,0.0,0.0,38052.385191,8427.32022,29625.064971,11,5,4,19,0,0.0,0.221466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.077028,0.778534,5758.1784483684,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
802,802,17,17,0,0.0,95422.928242,0,0.0,0,0.0,0.0,3735.871373,28954.383921,-25218.512548,10,5,2,15,0,0.0,7.75037,0.0,0.0,1.133333,0.0,0.0,0.0,0.0,0.303432,-6.75037,5613.113426,0.0,0.0,0.0,1.0,5.0,0.0,LOW,0
803,803,15,14,1,0.066667,33601.583143,2,13856.800231,11,13852.024653,0.999655,0.0,5080.034491,-5080.034491,0,5,4,14,1,1.000345,0.0,0.5,0.412385,1.071429,0.412385,0.999655,0.142857,0.785714,0.151184,0.0,2240.1055428667,6928.4001155,1259.2749684545,0.0,0.0,3.0,0.14285714285714285,MEDIUM,1
804,804,12,11,1,0.083333,46897.516757,0,0.0,0,0.0,0.0,0.0,8359.539773,-8359.539773,11,5,1,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.178251,0.0,3908.1263964167,0.0,0.0,0.0,1.0,1.0,0.0,LOW,0
805,805,15,15,0,0.0,70066.352695,1,7683.547082,3,4887.079856,0.636045,7683.676857,31272.398915,-23588.722058,4,5,3,14,0,1.572216,4.069978,0.0,0.109661,1.071429,0.109661,0.636045,0.071429,0.214286,0.446325,-3.069978,4671.0901796667,7683.547082,1629.0266186667,0.0,0.0,3.0,0.0,LOW,0
806,806,13,12,1,0.076923,34298.098129,2,10564.971634,8,10460.767151,0.990137,9517.069667,0.0,9517.069667,1,5,2,12,1,1.009961,0.0,0.5,0.308034,1.083333,0.308034,0.990137,0.166667,0.666667,0.0,1.0,2638.3152406923,5282.485817,1307.595893875,0.0,2.0,2.0,0.0,LOW,0
807,807,14,14,0,0.0,51370.464955,3,15304.665961,7,15126.926777,0.988387,1124.807646,3622.391645,-2497.583999,2,5,1,14,0,1.01175,3.220454,0.0,0.297927,1.0,0.297927,0.988387,0.214286,0.5,0.070515,-2.220454,3669.3189253571,5101.5553203333,2160.9895395714,0.0,0.0,4.0,0.0,LOW,0
808,808,10,10,0,0.0,25461.739159,2,5137.724816,5,4983.555697,0.969993,4372.390434,0.0,4372.390434,2,4,3,9,0,1.030936,0.0,0.0,0.201782,1.111111,0.201782,0.969993,0.222222,0.555556,0.0,1.0,2546.1739159,2568.862408,996.7111394,0.0,0.0,8.0,0.09090909090909091,LOW,0
809,809,13,11,2,0.153846,65815.083658,3,25268.497005,3,16490.723281,0.65262,6221.714379,6367.117135,-145.402756,2,5,3,12,2,1.532286,1.02337,0.666667,0.383932,1.083333,0.383932,0.65262,0.25,0.25,0.096743,-0.02337,5062.6987429231,8422.832335,5496.9077603333,2.0,1.0,0.0,0.0,HIGH,2
810,810,14,14,0,0.0,61159.168129,1,9445.12347,6,9382.476153,0.993367,7655.326583,10919.510557,-3264.183974,3,4,3,14,0,1.006677,1.426394,0.0,0.154435,1.0,0.154435,0.993367,0.071429,0.428571,0.178542,-0.426394,4368.5120092143,9445.12347,1563.7460255,0.0,0.0,7.0,0.0,LOW,0
811,811,10,9,1,0.1,20534.551322,1,8816.369152,7,9532.435661,1.0,0.0,0.0,0.0,2,4,3,10,0,0.924881,0.0,0.0,0.429343,1.0,0.429343,1.08122,0.1,0.7,0.0,0.0,2053.4551322,8816.369152,1361.776523,0.0,0.0,7.0,0.0,LOW,0
812,812,14,14,0,0.0,60377.232179,0,0.0,0,0.0,0.0,11879.01389,16203.896963,-4324.883073,8,5,3,12,0,0.0,1.364078,0.0,0.0,1.166667,0.0,0.0,0.0,0.0,0.268378,-0.364078,4312.6594413571,0.0,0.0,0.0,1.0,7.0,0.0,LOW,0
813,813,12,12,0,0.0,47783.60553,0,0.0,0,0.0,0.0,25327.993833,2391.171057,22936.822776,5,5,2,12,0,0.0,0.094408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.050042,0.905592,3981.9671275,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
814,814,12,11,1,0.083333,20359.665621,1,4954.350035,9,6891.349182,1.0,0.0,4781.873513,-4781.873513,1,5,2,10,0,0.718923,0.0,0.0,0.243341,1.2,0.243341,1.390969,0.1,0.9,0.23487,0.0,1696.63880175,4954.350035,765.7054646667,0.0,0.0,8.0,0.0,LOW,0
815,815,15,14,1,0.066667,65495.849017,2,14238.589788,5,8749.428806,0.614487,919.283704,17524.190743,-16604.907039,5,5,4,15,0,1.627374,19.062875,0.0,0.217397,1.0,0.217397,0.614487,0.133333,0.333333,0.267562,-18.062875,4366.3899344667,7119.294894,1749.8857612,0.0,0.0,4.0,0.0,LOW,0
816,816,12,12,0,0.0,60262.543944,3,16540.589529,2,8541.085392,0.516371,8018.054784,6642.361873,1375.692911,2,5,3,10,2,1.936591,0.828426,0.666667,0.274475,1.2,0.274475,0.516371,0.3,0.2,0.110224,0.171574,5021.878662,5513.529843,4270.542696,1.0,1.0,0.0,0.0,MEDIUM,1
817,817,15,14,1,0.066667,74328.890407,2,11082.596061,4,8284.629909,0.747535,9240.948972,26628.804119,-17387.855147,3,4,3,14,0,1.33773,2.881609,0.0,0.149102,1.071429,0.149102,0.747535,0.142857,0.285714,0.358256,-1.881609,4955.2593604667,5541.2980305,2071.15747725,1.0,0.0,1.0,0.2,HIGH,2
818,818,11,10,1,0.090909,48208.790138,0,0.0,0,0.0,0.0,6892.883908,9329.025928,-2436.14202,6,4,3,10,0,0.0,1.353429,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.193513,-0.353429,4382.6172852727,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
819,819,16,16,0,0.0,52271.299446,1,5366.915507,4,4438.302594,0.826975,6517.21264,12545.799054,-6028.586414,7,5,3,16,1,1.209227,1.925025,1.0,0.102674,1.0,0.102674,0.826975,0.0625,0.25,0.240013,-0.925025,3266.956215375,5366.915507,1109.5756485,0.0,1.0,2.0,0.0,LOW,0
820,820,11,11,0,0.0,35440.135129,3,17259.008062,6,11358.230542,0.658104,0.0,6561.18173,-6561.18173,1,5,4,9,0,1.519516,0.0,0.0,0.48699,1.222222,0.48699,0.658104,0.333333,0.666667,0.185134,0.0,3221.8304662727,5753.0026873333,1893.0384236667,0.0,0.0,1.0,0.3333333333333333,HIGH,2
821,821,12,10,2,0.166667,68521.549518,4,22220.991234,1,271.426849,0.012215,0.0,8657.096864,-8657.096864,0,5,4,12,6,81.867329,0.0,1.5,0.324292,1.0,0.324292,0.012215,0.333333,0.083333,0.126341,0.0,5710.1291265,5555.2478085,271.426849,0.0,2.0,1.0,0.25,HIGH,2
822,822,19,17,2,0.105263,75250.450326,2,3809.823665,5,2298.923578,0.60342,18174.265713,12889.624803,5284.64091,7,5,3,18,0,1.657221,0.709224,0.0,0.050629,1.055556,0.050629,0.60342,0.111111,0.277778,0.17129,0.290776,3960.5500171579,1904.9118325,459.7847156,0.0,0.0,7.0,0.0,LOW,0
823,823,14,14,0,0.0,20536.688595,2,10130.690859,11,10130.638836,0.999995,0.0,0.0,0.0,1,5,3,12,0,1.000005,0.0,0.0,0.493297,1.166667,0.493297,0.999995,0.166667,0.916667,0.0,0.0,1466.9063282143,5065.3454295,920.9671669091,0.0,1.0,4.0,0.14285714285714285,MEDIUM,1
824,824,17,17,0,0.0,68527.134721,3,16635.626743,6,13903.476088,0.835765,21057.432501,7059.777249,13997.655252,2,5,2,15,1,1.196508,0.335263,0.333333,0.24276,1.133333,0.24276,0.835765,0.2,0.4,0.103022,0.664737,4031.0079247647,5545.2089143333,2317.2460146667,0.0,0.0,9.0,0.07692307692307693,LOW,0
825,825,10,10,0,0.0,52923.766461,0,0.0,0,0.0,0.0,4544.693826,9839.359645,-5294.665819,7,5,2,9,0,0.0,2.165021,0.0,0.0,1.111111,0.0,0.0,0.0,0.0,0.185916,-1.165021,5292.3766461,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
826,826,20,20,0,0.0,32485.129201,1,2247.852801,12,2247.820098,0.999985,0.0,2176.16684,-2176.16684,6,5,3,19,0,1.000015,0.0,0.0,0.069196,1.052632,0.069196,0.999985,0.052632,0.631579,0.06699,0.0,1624.25646005,2247.852801,187.3183415,0.0,0.0,2.0,0.0,LOW,0
827,827,15,15,0,0.0,102937.672343,5,43677.826981,0,0.0,0.0,5138.482984,0.0,5138.482984,4,5,3,13,5,0.0,0.0,1.0,0.424313,1.153846,0.424313,0.0,0.384615,0.0,0.0,1.0,6862.5114895333,8735.5653962,0.0,1.0,3.0,0.0,0.0,MEDIUM,1
828,828,13,11,2,0.153846,14798.323436,1,1380.074087,8,1415.016735,1.0,0.0,0.0,0.0,4,5,4,13,0,0.975306,0.0,0.0,0.093259,1.0,0.093259,1.025319,0.076923,0.615385,0.0,0.0,1138.332572,1380.074087,176.877091875,0.0,0.0,1.0,0.0,LOW,0
829,829,9,8,1,0.111111,53355.399011,4,19613.690516,0,0.0,0.0,0.0,0.0,0.0,2,5,3,9,3,0.0,0.0,0.75,0.367605,1.0,0.367605,0.0,0.444444,0.0,0.0,0.0,5928.3776678889,4903.422629,0.0,3.0,3.0,0.0,0.0,HIGH,2
830,830,17,16,1,0.058824,79709.926274,0,0.0,0,0.0,0.0,9721.394375,9894.35811,-172.963735,13,5,3,16,0,0.0,1.017792,0.0,0.0,1.0625,0.0,0.0,0.0,0.0,0.12413,-0.017792,4688.8191925882,0.0,0.0,0.0,1.0,3.0,0.0,LOW,0
831,831,8,8,0,0.0,28502.05359,1,8311.435531,4,8285.696769,0.996903,0.0,2963.239556,-2963.239556,2,5,4,7,0,1.003106,0.0,0.0,0.291608,1.142857,0.291608,0.996903,0.142857,0.571429,0.103966,0.0,3562.75669875,8311.435531,2071.42419225,0.0,0.0,1.0,0.0,LOW,0
832,832,11,11,0,0.0,9675.276863,1,2096.961291,9,2096.954867,0.999997,0.0,0.0,0.0,1,4,3,11,0,1.000003,0.0,0.0,0.216734,1.0,0.216734,0.999997,0.090909,0.818182,0.0,0.0,879.5706239091,2096.961291,232.9949852222,0.0,0.0,3.0,0.0,LOW,0
833,833,12,12,0,0.0,52768.007655,1,346.215703,3,283.527177,0.818932,23589.849423,0.0,23589.849423,4,4,3,10,0,1.221102,0.0,0.0,0.006561,1.2,0.006561,0.818932,0.1,0.3,0.0,1.0,4397.33397125,346.215703,94.509059,0.0,0.0,2.0,0.0,LOW,0
834,834,11,11,0,0.0,55565.734382,2,9239.860998,0,0.0,0.0,0.0,5976.334532,-5976.334532,7,5,4,10,1,0.0,0.0,0.5,0.166287,1.1,0.166287,0.0,0.2,0.0,0.107554,0.0,5051.4303983636,4619.930499,0.0,1.0,0.0,6.0,0.0,MEDIUM,1
835,835,11,11,0,0.0,38445.692487,2,10366.988081,5,10325.159022,0.995965,0.0,0.0,0.0,4,4,1,11,0,1.004051,0.0,0.0,0.269653,1.0,0.269653,0.995965,0.181818,0.454545,0.0,0.0,3495.0629533636,5183.4940405,2065.0318044,1.0,1.0,0.0,0.0,MEDIUM,1
836,836,10,10,0,0.0,61440.619494,1,7400.749018,2,7263.631576,0.981472,9583.959575,17238.703118,-7654.743543,3,4,1,9,0,1.018877,1.798704,0.0,0.120454,1.111111,0.120454,0.981472,0.111111,0.222222,0.280575,-0.798704,6144.0619494,7400.749018,3631.815788,0.0,0.0,9.0,0.0,LOW,0
837,837,9,9,0,0.0,22934.537456,1,8770.410931,6,8769.465472,0.999892,0.0,5394.661053,-5394.661053,0,5,2,9,0,1.000108,0.0,0.0,0.382411,1.0,0.382411,0.999892,0.111111,0.666667,0.23522,0.0,2548.2819395556,8770.410931,1461.5775786667,0.0,1.0,6.0,0.0,LOW,0
838,838,16,16,0,0.0,71458.773371,0,0.0,0,0.0,0.0,31064.512893,24159.308921,6905.203972,6,5,1,16,0,0.0,0.777714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.338087,0.222286,4466.1733356875,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
839,839,10,10,0,0.0,52478.276991,0,0.0,0,0.0,0.0,11695.674037,11297.143315,398.530722,4,4,2,10,0,0.0,0.965925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.215273,0.034075,5247.8276991,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
840,840,16,16,0,0.0,71939.713279,1,2472.230455,1,1350.952909,0.546451,874.548314,7375.130831,-6500.582517,10,5,1,16,0,1.82999,8.433074,0.0,0.034365,1.0,0.034365,0.546451,0.0625,0.0625,0.102518,-7.433074,4496.2320799375,2472.230455,1350.952909,0.0,0.0,2.0,0.0,LOW,0
841,841,6,5,1,0.166667,26996.882354,2,13015.04503,1,5574.309983,0.428297,0.0,4227.949339,-4227.949339,1,4,1,6,0,2.334826,0.0,0.0,0.482094,1.0,0.482094,0.428297,0.333333,0.166667,0.156609,0.0,4499.4803923333,6507.522515,5574.309983,1.0,2.0,1.0,0.2857142857142857,HIGH,2
842,842,16,16,0,0.0,75191.297753,1,6086.332454,6,5775.070611,0.948859,16636.64074,8992.966772,7643.673968,6,5,4,16,0,1.053897,0.540552,0.0,0.080945,1.0,0.080945,0.948859,0.0625,0.375,0.119601,0.459448,4699.4561095625,6086.332454,962.5117685,0.0,0.0,8.0,0.0,LOW,0
843,843,14,14,0,0.0,67572.174318,0,0.0,0,0.0,0.0,19208.788774,0.0,19208.788774,9,4,2,13,0,0.0,0.0,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.0,1.0,4826.5838798571,0.0,0.0,1.0,1.0,4.0,0.0,MEDIUM,1
844,844,16,16,0,0.0,70387.717414,0,0.0,0,0.0,0.0,2805.461063,32253.671361,-29448.210298,9,5,3,14,0,0.0,11.496745,0.0,0.0,1.142857,0.0,0.0,0.0,0.0,0.458229,-10.496745,4399.232338375,0.0,0.0,0.0,1.0,5.0,0.0,LOW,0
845,845,13,12,1,0.076923,26921.868111,3,4392.061674,3,155.477181,0.0354,8481.591335,0.0,8481.591335,3,5,3,12,2,28.248915,0.0,0.666667,0.163141,1.083333,0.163141,0.0354,0.25,0.25,0.0,1.0,2070.9129316154,1464.020558,51.825727,1.0,2.0,2.0,0.0,MEDIUM,1
846,846,13,13,0,0.0,55390.314839,4,17795.994387,4,13616.743838,0.765158,0.0,8063.783758,-8063.783758,3,5,2,12,1,1.30692,0.0,0.25,0.321284,1.083333,0.321284,0.765158,0.333333,0.333333,0.145581,0.0,4260.7934491538,4448.99859675,3404.1859595,1.0,0.0,6.0,0.0,MEDIUM,1
847,847,11,11,0,0.0,46189.302783,0,0.0,0,0.0,0.0,8500.96994,9534.896763,-1033.926823,6,5,1,11,0,0.0,1.121625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.206431,-0.121625,4199.0275257273,0.0,0.0,0.0,2.0,1.0,0.0,LOW,0
848,848,8,8,0,0.0,37950.474622,0,0.0,0,0.0,0.0,1743.488688,25328.823543,-23585.334855,3,5,2,7,0,0.0,14.527667,0.0,0.0,1.142857,0.0,0.0,0.0,0.0,0.667418,-13.527667,4743.80932775,0.0,0.0,0.0,1.0,1.0,0.0,LOW,0
849,849,11,11,0,0.0,40094.771413,1,5121.845586,5,5121.506316,0.999934,0.0,0.0,0.0,5,4,2,9,0,1.000066,0.0,0.0,0.127743,1.222222,0.127743,0.999934,0.111111,0.555556,0.0,0.0,3644.9792193636,5121.845586,1024.3012632,0.0,0.0,4.0,0.0,LOW,0
850,850,16,16,0,0.0,86433.321829,0,0.0,0,0.0,0.0,28524.694528,13250.879831,15273.814697,10,4,3,16,0,0.0,0.464541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.153308,0.535459,5402.0826143125,0.0,0.0,0.0,1.0,7.0,0.0,LOW,0
851,851,22,22,0,0.0,65339.659779,2,10390.050431,12,10360.88714,0.997193,9088.340069,12218.69686,-3130.356791,4,5,3,22,1,1.002815,1.344437,0.5,0.159016,1.0,0.159016,0.997193,0.090909,0.545455,0.187003,-0.344437,2969.9845354091,5195.0252155,863.4072616667,0.0,1.0,4.0,0.16666666666666666,MEDIUM,1
852,852,14,14,0,0.0,87089.745067,1,6352.545705,1,4549.218989,0.716125,9738.002826,8398.364021,1339.638805,9,5,3,13,0,1.396404,0.862432,0.0,0.072943,1.076923,0.072943,0.716125,0.076923,0.076923,0.096433,0.137568,6220.6960762143,6352.545705,4549.218989,0.0,1.0,7.0,0.0,LOW,0
853,853,13,13,0,0.0,41284.257857,2,9548.523234,6,8717.157879,0.912933,858.993967,0.0,858.993967,3,5,2,13,1,1.095371,0.0,0.5,0.231287,1.0,0.231287,0.912933,0.153846,0.461538,0.0,1.0,3175.7121428462,4774.261617,1452.8596465,0.0,2.0,2.0,0.0,LOW,0
854,854,9,8,1,0.111111,45707.912563,0,0.0,0,0.0,0.0,12765.377019,0.0,12765.377019,6,5,3,8,0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,1.0,5078.6569514444,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
855,855,16,16,0,0.0,67584.334564,4,11318.858576,0,0.0,0.0,10288.363527,19000.574294,-8712.210767,3,5,3,15,3,0.0,1.846802,0.75,0.167478,1.066667,0.167478,0.0,0.266667,0.0,0.281139,-0.846802,4224.02091025,2829.714644,0.0,0.0,1.0,1.0,0.2,HIGH,2
